truthful,wa schedul stai the hard rock june but had cancel had book the hotel back januari when call six dai befor arriv date cancel wa told that would charg for stai becaus did not cancel seven dai advanc told the custom servic rep that had never heard such practic but she said veri smug manner that wa told back januari honestli don rememb be told the cancel polici but think unprofession practic captur some addit dollar sinc not industri standard requir seven dai cancel polici when you book directli with the hotel for on will never stai hard rock hotel and will make sure that friend and busi associati know thi unfair practic
truthful,thi hotel shambl furnitur liter fall apart and staff that both rude and uninform nevermind the lack secur and the absenc the call amen the fit center overs closet were appal dure our stai truli anticip warm irish hospit and short barman on wa irish warm hospit manag wa unrespons our need and front desk attend wa incred rude when made simpl request her manag refus come out the offic when she call ask them speak with room wa pretti first glanc but when dresser drawer fell out and the major construct the hospit next door began not the kind experi anyon could toler call thi red roof inn would insult rri the manag that final call back wa soooo fake and insincer that would have prefer call all the onli thing thei have go for them the locat but it not worth the trade off
truthful,locat the onli thing that matter stai the talbott howev wife and have travel extens throughout north america and europ and have never entir life seen such inept housekeep staff thei ar unprofession noisi incompet and better suit for on star hotel thei were yell the hall slam door and take far too long clean each room thei come your room sever time check the fridg where thei sell bottl water for the hotel wa be renov when were stai there also had endur the construct work discount wa offer even after complain sever time the front desk staff wa veri polit but who care thei suppos nice spent lot monei stai here and did not feel that receiv fair deal the room wa sub par for the price even for inner citi hotel stai somewher els and have better vacat
truthful,travel chicago visit with our daughter who live the citi our supris what onc wa love older hotel now under major renov gone the lobbi and gust ar requir walk down the basement get the on elev that work the second floor regist our first room wa recent renov stark white wall amen all guest had enter the room and find their wai the bed turn the light the room modern furnitur includ bed that close the groud cold blck slab function desh and metal chair fride coffe maker iron even pictur the stark white wall ask chang our room and then were put on the older suit the floor while thi room wa attract were greet jack hammer everi morn the staff were all veri nice but the accommod were lack lake shore drive
truthful,not worth the price even littl bit week prior schedul check receiv email for room upgrad and accept cours upon arriv nobodi know about typic after nobodi wa do anyth about notifi them thi stai review will post the newli develop thechicagocrit com all sudden thei figur out the problem and even offer earli check too littl too late veri small room with queen instead the select king wa suppos have window didnt open took forev chang channel and the bathroom fan wa not control the faboul lodg net system that everi hotel the world us for eas checkout for guest well there wa check out featur thi shit hole couldn hold candl the la vega hard rock
truthful,been here for dai great locat right off miracl mile near all major hotel best shop and theatr room veri larg hotel staff veri friendli and help and respond immedi problem there frequent ar homeless peopl even dure daylight superior between clair and michigan avenu the main rout you walk for all activ and just about everyth walk distanc from here night the street the north side superior dark and usual smell strongli sever unpleas odor the street peopl not approach you although thei mai stare you usual more along the wai where thei sleep the window sill neiman marcu would not think woman would feel safe herself from larg citi and not have street peopl phobia there ar homeless and down michigan street but thi differ lone stretch and open busi along either side the street the entir hotel need lot cosmet work and appar will soon undergo major renov for now expect two extrem small warm slow elev with long wait serv floor and warm cramp hallwai all the wall throughout the hotel need paint and the wallpap peel place the room sever electr outlet were hang out the connect the carpet were stain the bathroom need new grout some mold visibl the veri small inch and the window veri veri dirti you won get your room servic unless you ask for sometim more than onc the pub downstair run down dark and kind creepi food and room servic ar veri expens park dai public and dai valet the plu side the bed wa veri comfort there wa ampl comfort furnitur the sit area plenti space and decent view the hotel span clair street toward the north and south you can see sliver lake michigan pool small but clean all all wa clean and quiet and provid lot space for sit around the room but think overpr and would not stai here again
truthful,thi tough on review the star rate were from star and had figur out averag where wa here ar tip and prop complaint room star had corner suit the room wa pretti nasti actual stai awai from there wa constant bang nois from abov when first got thought wa the person abov bump and grind after hour knew even wa someon high speed and redbul would not go that strong well the sound continu for dai not that mind too much keep thing for white nois but sure would bug other also there were about cig burn the carpet and sofa addit look like someon left the iron the sofa also there grai furri pillow the bed that look like big dead rat could not imagin all the dna left that thing either gag bathroom nice size but not great the faucet wa lose realli lose and the toilet would not flush right servic great everyon encount did great job make feel welcom good stuff food had meet there experienc the breakfast and lunch thei made wa realli good much better than most hotel bar veri cool good music great servic and good drink the scene wa decent well small bar but wa not cramp mayb other room ar nicer well hell thei better regardless on room like that especi suit have think other ar like that well too bad though the view ar great and thei actual have window that open big shocker for the citi gener
truthful,great front desk staff the rest the experi wa dread the room servic staff have among the most poorli train have ever encount had ask four time for the staff not slam the suppli closet adjac our room almost the room itself thei these random room check for the minibar the entir budget hing the sale can peanut the roomservic also equip with walki talki loud megaphon you like sleep your vacat don stai here also the hotel wa under massiv construct detail that wa conveni exclud from the websit had take the elev with construct worker just about everi time us discount becaus the work and nois rather sleep box the allei
truthful,can easili sai thi on the worst hotel stai the the receptionist front wa snooti sarcast teenag post teenag you can get better servic from waiter waitress diner the room wa dirti stain the carpet the showerhead wa moldi and rust the door the bathroom and main door all had dent and scratch the towel had horribl aroma the hotel veri narrow were near construct zone would plan wake you choos the talbott the next dai ask for anoth room and the concierg who wa decent gui move larger more comfort room that room though wa right the elev and wa tortur hear the sound the elev which just would never stop ask for late checkout and the receptionist refus state that would charg for half dai were not out noon had speak the manag who gave till pleas stai awai from thi hotel think holidai inn would better andrew gulli
truthful,ani travel who loyal favorit hotel ha experienc thi sad truth eventu the lodg deterior but you not expect the price doubl and tripl the same time have been stai the talbott for sever decad ye chang have been made like the updat heat and cool system and the front entranc most recent but other thing have gone downhil for the last sever stai have experienc veri dirti carpet and slow servic rate have skyrocket and now thei ar ask for night minimum stai mani occas thi the kind rate structur on might expect from the star hotel within spit distanc the talbott but not thi less than maintain lodg person shop for new home awai from home
truthful,our check wa great but then got into our room the carpet wa drench and stain near the bathroom becaus the shower open concept leak water onto the floor sinc there ar door the mini bar wa broken and put extrem foul scent into the room our final hotel bill reflect charg that were incorrect for the mini bar which did not util and the second wa charg for bottl wine instead when husband went the front desk have correct wa met with veri unfriendli and unapologet employe wa adjust but not without confront there wa anoth guest check out when husband wa the front desk who had the same mysteri mini bar charg her bill well and wa try have correct overal the locat the hard rock wa nice but will the last time that stai on
truthful,not worth the price almost stai hotel for night but instead choos the hard rock for special were locat the newli renov beatl floor the carpet the hallwai look like thei need replac upon enter our room found some cool beatl artwork along with foot marilyn manson portrait think thei were halfwai done theme the room checkout thei tri charg for us the mini bar which didn even open thei remov the charg right awai but wonder thei try get unsuspect peopl with that charg noth special here you want pai bunch extra for some light theme then thi the place for you
truthful,the good excel locat neighborhood pretti and quiet close shop restaur the waterfront close train subwai station etc the bad veri old decor which isn big deal but the wa smaller than monitor were suppos have king bed anniversari trip were given two doubl bed and told would switch that never happen the shower tub wa stop bad that after shower husband wait over on hour for the tub drain befor could shower who want shower someon els dirti water even your wife the indiffer room wa decent size bed linen were okai staff wa mediocr margin rude
truthful,book through travel websit thi hotel current undergo major renov and will renam septemb the public area ar still be renov but the hallwai and room ar done the hallwai wa dimli lit couldn see how us the kei card the shock came when enter the room whoever design obvious did not take function guest comfort into consider the bed wa mere inch off the ground mattress rock hard over platform the nigh stand were shelv attach the wall around inch height the room wa stark all off white color art work ani decor all the full length drape complet block the air condit unit were winter and the heat wa think thi could danger there wa desk chair but clock radio the room there wa wall mount lcd with veri poor channel select the bathroom wa veri small but clean the problem with wa that the tub wa almost high and difficult step older person could have never stai the room becaus the renov there wa restaur site vend ic avail the floor either can see anyon ever becom repeat guest thi hotel would never stai there again
truthful,us pricelin for everi trip made back chicago and been fortun have stai some excel hotel downtown thi wa first and last stai the ambassador east it conveni locat near the clark divis stop the red line that the best part our experi when check were charg addit for upgrad from king bed two queen never had that issu ani other hotel stai the room decor wa outdat and the wa tini the hotel charg for usag internet you could hear peopl the hallwai and when you the hallwai you could easili hear peopl the room weren chicago stai the hotel howev for peopl that might want romant weekend thi definit isn the place read more
truthful,select the talbott after hr compar hotel onlin have had wonder experi with boutiqu monaco allegro and assum thi would compar good point the lobbi beauti and on staff member took rose bought for wife and arrang them nice the mani problem when wife call with question our arriv dai the agent could find reserv min later she wa transfer anoth person who found the record instantli when arriv the lobbi wa stuf with student nobodi tri manag the group sever whom push ahead the check desk left our bag and went out for hr could check with less hassl final were check after wait min while the confus desk clerk search for room when got there our room had not been made from the last guest when complain were given upgrad room that wa old and uninspir chair ar scuf closet shelv ar bow the air condition noisi and wall lamp loos the view construct site movi demand ar date expect thi from budget hotel not on posit itself eleg and upscal when return after even out the card reader open the main door did not work on staff member admonish realli for not us the reader when fact had tri thi wa embarrass other were stand the lobbi tri access the hotel wifi network but wa onli given upgrad option call the desk and wa told click past which cours did noth wasn until hr later the complimentari access work ar pretti easygo love good treatment and tip handsom had onli problem wouldn write fact would not have written except the hotel did not make thing right the presid wrote letter and suggest other the hotel would touch nobodi ever wa
truthful,the good locat view decor room servic friendli staff the bad shower curtain replac room wa too short and leak bed wa just the ugli had pack our bag again and chang room after loud nois from the elev kept heavi sleeper but even with white nois app crank the hotel ipod dock wa still loud enough keep also our toilet leak into puddl the shower the staff did howev provid replac room although not immedi also thei mention that thei had areadi been awar the nois problem with that room from past custom
truthful,can see how thi place must have been gorgeou on time but thei realli need makeov there wa huge gape hole the carpet the bedroom floor kid you not how can thei have guest room where the carpet look like had been maul giant earthworm the furnitur wa sever chip dont mind chip furnitur slum just out colleg sister apart but for night want room that doe not look like wa furnish with stuff retriev from dumpster drive the receptionist while wa check wa super curt know wa late but isnt that sort your job not everyth wa horribl bad though the on star for the bathroom that wa super clean not recommend thi place all
truthful,not much complain you can see when review other post thi site but the talbott provid such bad servic that feel the need warn futur travel chicago girlfriend and stai the talbott for night late juli the first sign that someth wa wrong come dure the initi book the room over the phone the receptionist wa outright rude but took the reserv without mistak dure our stai the hotel and restaur staff wa extraordinari incompet the waiter the manag nobodi wa friendli nor ti accommod and mani other who stai the hotel attend wed recept close and had arrang the hotel bar remain open from have after hour parti the hotel manag had assur that thi wa secur and done the past upon such occas when return from the recept the bar wa close and the night manag and hotel staff were veri rude and friend nobodi told can anyth for you ar you sure that you arrang thi two quot typic for thi hotel staff that know that will never stai thi hotel again understand that mistak ar made and that commun can difficult across differ shift hotel but blame the custom be confus and fail arrang what know had been arrang for and wa later confirm the dai staff too rude even for tast
truthful,have stai the excel affinia chain had veri high expect when saw the trip advisor rate immedi book what huge disappoint the qualiti simmon pillow top mattress cover with veri cheap foam pillow the kind thei sell the store for you cannot sleep these the window ar thin you can hear the buzz from walk don walk sign superior below the wall ar thin that when neighbor smoke wa awaken around midnight room engulf smoke odor call downstair yield result there ar nice furnish but mani ar chip show bare wood the desk chair wa full loos thread the water flow veri weak but the towel ar nice there ar unpaint floorboard the kind you find dai inn thei charg for internet servic the tini lobbi ha materi and pictur what the hotel will eventu look like the sign outsid also banner have stai all over the you ar better off red roof thi realli embarass for the affinia chain wait until thei complet the renov did suppli thi feedback checkout and the front desk apolog shake hand good heart but the problem ar not fixabl
truthful,arriv here about after flight from california didn know about the renov when made the reserv but that didn bother veri much wa help man the front desk name ben who wa friendli enough but liter just hand room kei and told have nice stai gave inform about anyth had idea where breakfast wa serv even there wa breakfast there wa also extrem unpleas woman work behind the desk she wasn wear name tag but wa african american slim with short hair who seem actual radiat hostil made veri uncomfort and needless sai made feel unwelcom actual felt like wa put her out stai the hotel encount her again the next morn when had downstair ask question and again tri smile her bit and again wa met with utter disdain and rude also watch her interact with anoth guest and saw her act with the same rude and bad manner matter what mai go on life when you work custom servic you need leav whatev happen the door and put smile wa appal her demeanor room wa alright there wa clock which found veri odd sinc came from differ time zone comput and phone had differ time and wa constantli confus which on wa correct especi upon wake the morn would have been nice have clock there wa also literatur local site map restaur menu even anyth with the hotel name and address the room also the mattress wa the absolut worst mattress ever slept life woke everi morn with sore back and neck had better sleep hard lumpi futon wa absurd like anoth person post tub did not drain either and wa also shock that there were soda machin ic machin found mayb thei were around somewher but wasn made awar check and didn want downstair and ask for fear be treat like wa burden the employe the hotel good locat and the room look nice upon first glanc but absolut would not stai here again had more pleasant stai cheap chain hotel which wa bummer becaus wa first visit chicago and had pretti high expect
truthful,you ask two year ago would have recommend the talbott hotel without hesit anyon who ask now have definit chang mind while thi hotel locat nice area chicago surround great restaur shop and affluent peopl ha realli begun slowli downgrad note review incred seriou about custom servic you the hospit industri there realli excus for fall short thi categori but ala the talbott realli ha the door staff don sai word the desk peopl acknowledg you onli when thei ar not do million other thing which thei alwai ar and the staff have air snobbish inexcus sinc the custom ar pai stai their over price hotel perhap the most annoi aspect latest stai wa that had walk down flight stair get the lobbi the hotel becaus wait solid minut for the elev which when arriv wa pack the brim get that old hotel but incred annoi that thei onli have two elev for the entir place and when on down for construct the other on overflow with peopl and forc walk eleven flight simpli get dinner reserv time which didn will not continu give thi hotel busi and have other better recommend give friend who plan visit
truthful,made reserv with the chicago fitzpatrick us their number for two night june receiv written confirm with cancel polici etc howev when attempt cancel reserv the morn first night reserv wa told that thei would charg for on night stai thei have the dai befor your first night stai polici even though the hotel wa not sold out for the night thei would not budg the polici thi not common polici michigan av advis make your reserv someplac that offer more flexibl for emerg send written confirm with polici wa veri expens mistak part book with thi hotel
truthful,stai awai after gener old world cozi and state bit tire oasi the ha been purchas ian schrager and taken down mani notch almost not function allow for the fact that the hotel under renov the entranc not handicap access and saw sever hotel guest with cane cast etc includ myself recov from foot surgeri and cast with cane struggl with the and down outsid stair on ha navig just get into and out the hotel with luggag almost imposs thi simpli inexcus been custom the ambassador east for decad but more the hallwai ar dark on can bare see the room ar stark white which and itself isn particular problem but jar and almost pain on ey adjust from the dark hallwai the furnitur stark and scant look like someth from ikea closeout the bed comfort what relief but onli about inch off the floor real problem you all physic challeng even elderli and less flexibl than you were your salad dai the problem don end there room had horribl uncomfort wire metal desk chair and absolut nowher els sit arm chair demi sofa ottoman with foot cast would have been nice abl sit comfort perhap even with leg elev while the room wai the bathroom ha absolut nowher put ani your toiletri not shelf small tabl nook medicin cabinet you want put razor shave cream makeup for women anyth els down that you can us them you out luck repeat request for small tabl some sort chair went unmet borrow umbrella from the front desk wa broken and unus someth didn discov until caught expect downpour wa tempt throw out but rememb that thei would charg for didn return spite it total lack us refriger forget shampoo for two dai row the housekeep left sever bottl lotion and shampoo room servic not avail you want breakfast the front desk will sell you small pre wrap commerci grade muffin for someth you can bui ani ga station for ad valu whatsoev the photo show nice entranc and larg lobbi for which the ha long been famou unfortun that lobbi close off under construct and the temporari lobbi the second floor difficult again for handicap access thermo bottl coffe and water for tea were stone cold the morn when confront with these variou miss the front desk staff repeatedli shrug their shoulder and said yeah know you not the first tell thi stuff all thi show that schrager doesn even care make effort make hi guest comfort and that the staff either too indiffer too amateur know the differ and even make effort get right on thing get good price hotel room when under renov anoth thing altogeth get screw the bargain particularli after book non refund pre paid reserv again avoid thi hotel like the plagu
truthful,have stai thi locat mani time over the past few year and have enjoi the neighborhood cost and amen the hotel current under construct and while thei claim open you wouldn know you need take elev get from the street the lobbi and the room ar bare lack even alarm clock the bed ar prop modern bed stand but you might think that you ar stale mental asylum and not nicer histor hotel will try them again onc the construct through but would recommend stai ani other hotel the meantim wa veri frustrat experi
truthful,reserv room with sleeper couch few week befor our stai after check and unpack discov that the sleeper sofa had been remov supposedli dure renov the front desk clerk and bellman never mention that there wa sleeper sofa even though thei saw all check into the room colleen on the manag wa argument and did noth resolv the problem end have on our children sleep the couch and the other slept antiqu rollawai bed never spoke the gener manag who wa conveni absent from the hotel dure most our stai stai here more than on occas over the past decad and had never encount such incompet had make sever phone call receiv miserli discount and never receiv apolog the lack train the staff wa clearli evid wa the cavali attitud the manag
truthful,thi morn check out and left behind on the worst hotel experi ever had hard rock hotel chicago disbelief that thi hotel part the prefer hotel group upon check wa greet front desk staff that had better thing do and let show room wa poorli lit and dirti the desk desk chair wa cover sticki dri soda pop someth els which had clean myself could work the sound system wa put shame year old daughter boombox on rock star otherwis want reach more than arm length for toilet paper everyth possibl thi includ hire profession and courteou staff answer custom call that ar direct the everyth possibl line great market fail with follow through the room mini bar polici rank person top five most ridicul busi practic all time you charg steven tyler for open hi room fridg look back would have much prefer enjoi cocktail dirti room rather than the dirti drafti overpr bar with horrend wine list with the except the fact that wa leav check out wa better than check wasn even ask about stai the young woman who provid with copi bill could not have been more unpleas for on will not bring busi back that locat next time chicago stai the hyatt rock tripstarr
truthful,sit the hotel right thi review and not impress with the room the hotel not modern the least feel like you stai your grandmoth attic wallpap peel off the wall not well lit veri few outlet the room especi conveni on none next the bed built into lamp terribl view and loud construct nois woke even the locat off the beaten path closest stop the red line not access via the loop stop the blue line from the airport without transfer health club not site either there ar hundr other hotel would stai over thi on
truthful,experi the ambassador hotel didn seem star establish the build and lobbi were nice but the hotel room wa extrem date the carpet wa veri old and worn the floor carpet and tile both seem dirti which made veri uncomfort would imagin that mani year ago thi wa veri nice hotel current indespir need renov
truthful,the hotel just stai there for dai when visit friend thei had renov go there wa lobbi bar anyth just decent furnish room for usd the renov wa not annoi but think thei ahould charg much less until it done you cant beat the locat veri conveni especi like chicqgo nightlif
truthful,when you stand craptast excus for shower buttnak and cold with soap your hair becaus the water from the shower head ha gone from weak sprai dribbl noth come out all noth the world will ever convinc you stai here again the worst part that the hotel know thi problem thei told that happen the upper floor and wasn even stai the highest floor that make can look past the rustic decor the room and take for what inexpens place crash but mon girl gotta shower
truthful,move beyond the rock theme and averag hotel with good locat room wa unbear hot and the control the wall did noth thank good the window open have been cook aliv that cours let all the nois from michigan av thi combin with our neighbor door slam against their thrown door lock everi second made for live set room wa stuffi too burn mark carpet lead believ nasti smoker had occupi room mani occas wife happi aveda bath base bar wa good with great servic and well made drink tho pricei
truthful,the hotel itself wa beauti and wonder staff but the bottom line for wa that wa imposs sleep through the night becaus the nois the ambul siren continu throughout the night for three consecut night there wa simpli inadequ soundproof even floor abov the street floor there floor hesit write thi review but reli trip advisor review when travel and had been warn about the ambul siren would have chosen stai elsewher you ar sound sleeper and nois not issu then love hotel and excel valu conveni locat wonder staff but quiet kei prioriti for would not stai here again
truthful,regular visitor chicago and freuent guest the ambassador east wa exception disappoint dure our last visit room servic ha been elimin despit the renown pump room be locat the hotel there wa room directori the carpet wa torn and stain phone book the refiger and honor bar had been remov and the room wa small had turn sideai get past the bed and the armoir ask the desk clerk about larger room and said thei were all the same except for corner room which untru there ar sever larger room type didn even offer check availabl other room talk with the consierg she blame everyth upcom renov which the hotel ha been promis for more than two year all all veri disappoint and expens experi
truthful,wife and just spent long weekend the hardrock chicago hotel and although not on normal write long email felt necessari bring some the disappoint experi from our recent syat your attent issu includ our friend order chocol cover strawberri deliv our room upon arriv and never got them our friend later ask had receiv the strawberri and respond thei then brought thi the attent the hotel and were pleasantli surpris have receiv complimentari bottl champagn were then disappoint again upon check out howev when were accident bill for the complimentari champagn which wa later subtract from our bill the room dvd player didn work wa approxim when call the front desk for help with troubl shoot the issu the person respond friendli that the engin will call you back shortli help minut later there wa knock the door and wa great and friendli gui but were wait for call back not the arriv servic tech keep mind wa late and were alreadi bed when wa not abl fix the dvd player gracious told order movi thru the hous movi select the problem that didn work either again wa awesom and call the servic provid but thei weren abl fix until after midnight final after midnight call back but then the movi watch mood had sort pass end watch the film hitman alon wife had alreadi gone sleep the thermostat our room didn work regardless the temperatur set set degre actual temperatur degre had mani other unresolv issu that didn feel necessari voic ani more read more
truthful,go the internet retail the last minut and thi wa the onli hotel left avail with shuttl servic first all from read other review now know got rip night when pricelin folk ar snipe these room for albiet got free wifi the hotel nice but can onli get nice for oldi matter how much monei you dump into shower head wa realli low water pressur wa low decent part town with hype bar close check out review yelp for some off reason end with two doubl bed thei ask few time wa travel alon travel here make sure you get better deal than did confirm your exact need with reserv over the phone and person don have super high hope room wa neither par busi class although the floor call the execut floor nor wa good fit for the romant coupl wasnt even spaciou enough for those last minut get away try save monei
truthful,stai the chicago hilton becaus wa host confer wa attend befor arriv tri find out about the room fit program advertis the corpor websit call the reserv number and the client servic repres answer that the hotel did have fit center explain that wa inquir about the room fit advertis their websit she put hold and came back few minut later and told that there wa such thing and that should call the properti directli did and got the same respons ask thei could reserv treadmil for room again thi wa problem when arriv the hotel treadmil wa avail when went tour the fit room the first night found that thei close when return the center the next dai discov that thei charg per dai us the fit equip the pool track and locker room ar free but us the treadmil etc you have pai per dai thi charg not note anywher not the websit not ani the guest servic materi the room the food for the confer wa mediocr but the on room servic meal had wa pretti good dure on the confer lunch session the wait staff made much nois couldn hear the speaker the hvac didn work well room and kept the window open for most three night stai the bed were comfort with veri nice linen tri get late checkout which wa offer card room the woman who answer the phone would onli give hour not the rang advertis room the best servic receiv wa from the folk the secur offic the hotel doe not have safe guest room becam veri friendli with secur offic lock laptop between confer session and everi other time couldn carri out the hotel visit chicago least onc year for person travel and will continu stai the marriott properti onli wish had done for thi visit
truthful,just return from night stai the hotel had request high floor quiet room neither request wa honor the window ar not well insul becaus the traffic car horn and siren continu all night long the first night two drunk parti woke the hallwai the safe our room did not work someon had lock befor our arriv on the pictur under the had been remov leav screw stick out the wall the light ar dim that next imposs read small alcov with stain bench had read light that wa about watt our room kei card didn work return the lobbi where thei recod them upon return our room thei didn work again and stood there try over and over again until final succeed with help from the staff the bathroom small and ha fan the steam cover the mirror and unless you leav the bathroom door open doe not clear fridai night on small cooki wa left our room what about second guest ar suppos split inch diamet cooki sundai the phone rang with wakeup call had not request woken the concierg did not know the wai get hare train and gave longer rout than wa necessari have stai much better hotel chicago quieter and more spaciou more eleg and worth the monei thi definit not worth month the wai live washington and us citi nois thi wa unaccept
truthful,recent stai here for the chicago triathlon thi wa third stai thi hotel have not had ani issu until thi visit after the dai stai request room servic and return what thought wa clean room while get out bed wa cut piec glass the carpet must not have been the first person cut the room becaus found dri blood the bathroom floor afterward had not notic befor wa veri disgust notifi the staff and ask that the room vacuum and the bathroom mop return the room after find that the dri blood wa still the floor after make complaint the custom servic have gotten repli from the hotel consid the price point thi downtown hotel would think that thei would try live the star rate but instead thei have fail miser luckili there ar mani hotel choos from downtown chicago
truthful,just return from the jame hotel after stai the park hyatt have stai most chicago hotel pennisula four season the ritz fairmont etc had heard littl about the jame and the primehous the jame paid more for the room the jame then ani the abov mention hotel what disappoit the room stai had doubl bed the toilet broke and overflow the tub didnt drain while shower and the huge bathroom door that wa almost too heavi close broke sever time the closet had door but curtain close and drawer space for cloth all the room wa veri small and non descript much like stai ikea but without the color window outsid terribl dirti and the elev dirti and small the staff howev wa top notch and exception help and friendli the room had huge plasma that wa nice there wai thi hotel star yet the room rate close night wa wai line paid more here than ani the abov mention hotel the rate should have been about half that
truthful,veri central locat the loop directli south the dai adventist church room look down upon wacker drive the aforement church and the chicago river small room virtual storag space attend confer with the monaco venu thei provid adequ servic with problem thi wa the first time spent with kimpton hotel and regist for their frequent stai program never felt comfort thi hotel yr old and appear the clientel thei target half ag rude front deskperson unidentifi gender the young peopl can have stai the marriott michigan av next time
truthful,excel hotel room and servic were great great valu have been place that ar not good for nearli twice the price good locat close the and short walk rental car servic restaur the area bit disappoint but the shop wa great area recommend great theatr restaur museum and shop
truthful,thi wa gorgeou hotel from the outsid and the lobbi howev when reach the elev thing start look quit dingi our bathroom our room had grout that wa need deep scrub and had overal appear dirti wireless internet avail but that addit fee ar you kid even the roach motel offer wireless for free also the fit room wa avail for onli per dai wow thought the room rate wa enough cover that when us the coffe suppli the room thei were not replenish call the next morn request more and wa told that wasn housekeep area but thei would send some kid nearli minut later got the cream and sugar glad wasn big hurri definit stai next door for half the cost and lot better accommod the next time chicago
truthful,had reserv for room with adult and kid got onli room arriv the corner room with extra room dure the night wa veri cold and were not abl chang the even though switch off went cool strang night wa veri loud from the street the morn thei upload someth infront our window and stood vertic the bed not what you need you onli spend night hotel came here few year ago and had better mind the area good walk distanc all famou shop place veri good clean and fanci sorri but next time look for more quiet hotel chicago
truthful,after check out the sofitel chicago water tower the other dai left the hotel cross the street and start walk chestnut while look for cab wa still within sight sofitel doorman when sight cab approxim on block awai and attempt hail same after do immedi heard sofitel doorman yell for stop and then heard the sound hi whistl the cab slow pick the doorman continu yell and blow hi whistl start run direct when the cab stop quickli enter cab and lock the door for fear be physic attack the sofitel doorman after lock the door the doorman attempt open the door continu accost from outsid the cab after claim that had hotel custom wait for cab suggest that had right hail cab the vicin the hotel and then call jerk befor allow the cab driver depart destin consequ unless you enjoi be accost hotel doormen pleas don attempt hail cab anywher near the hotel under ani circumst without first secur the permiss doorman lastli for the rest stai you will enjoi thi hotel you seek highli pretenti staff who prefer speak guest french instead english while have noth against the french french languag much prefer commun english when visit on the best citi the best countri the world viva usa
truthful,over hype and over price the fact that thei have complimentari wine recept everi night doesnt take awai from the fact that thei have terribl bed and the place isnt clean should for star hotel the hallwai smell like dog parlor and the carpet room look like thei hadn been clean well ever the decor pillow bed were filthi thei were actual stain brown and look like thei had been sit outsid for everyon us and then put back bed the decor the hotel wa nice and eclect but wasnt enough convinc ever stai here again the bed wa the most uncomfort thing have everi tri sleep couldnt sleep the whole week that stai there wa hard and lumpi and the pillow were tini final sai that over price holidai inn
truthful,attend wed chicago sofitel new hum veri veri modern hotel style minimalist and great locat howev miss the basic less trendi hotel check and our room wasn readi when thei gave kei the maid wa still the room make for had wait the hallwai the weekend came back for nap about after vacat the room and still wasn made the housekeep line wa never answer had call front desk get someon make room also call housekeep for new hairdryer and thei never brought on gave thi hot youth hotel but for next visit think prefer some the classic amen like time housekeep somewhat larger room that you can walk around and less trendi hot loud clientel over
truthful,stai there octob when pull the cover bed there wa small dark brown insect the size grain rice which wa either bed bug cockroach trap under glass see the attach pictur and call the front desk the houseclean person claim wa cockroach absolut horribl servic the hotel manag respond the problem fail follow through promis thei made set asid the bug problem caution that the window ar quit thin could hear lot the street nois which made for hard night sleep not mention worri about insect even after chang room for night after tax strongli encourag you check for altern
truthful,when call edit exist reserv wa place hold for minut final someon came the phone and said ill have transfer you wa put hold for anoth minut when final did get speak someon wa go through chang ask her send revis copi the reserv which she huf and act veri put off befor she wa abl disconnect with said have on more question which she repli work the front desk and have custom wait thought not your custom pathet and rude hotel better find some better employe for their guest truli enjoi their stai
truthful,stai the hilton chicago last week and wa veri disappoint the highlight the stai wa wait minut for bellman come and get our luggag final year old mother year old son and myself gave and drag all down valet park ourselv easi task the secur guard wa kind enough hold the door for the valet park attend look over and then ignor far could tell wa just stand there do noth couldn let the bag without everyth fall gave son the park receipt the attend point where our car wa park short distanc awai year old had tell him pull thei should have been asham less signific but irrit issu the pool part the hilton athlet club two lane ar reserv for adult want lap swim basic two adult can take rd the pool while everyon els consign the leftov thi ridicul and veri famili unfriendli addit the pool close what pool close stai for night not on singl addit bar soap bottl shampoo coffe stirrer
truthful,first let sai the front offic peopl hotel monaco ar wonder and the locat the hotel wa just what hope there ar some other problem the furnish ar quit rundown and housekeep wasn veri help book suit and the sofa bed chair and coffe tabl the live room area had all had some veri hard us attach pictur you can see the consider gap the sofa and the lack pillow comfort wa not the chair bottom all broken down too invit on the assist manag view our furnitur and slight adjust wa made our rate housekeep had order room coffe servic which kimpton web site sai there but you have specif request and time did housekeep leav coffe had call the front desk everi dai and housekeep neglect our fish and our next last dai found float dead the top the fish bowl had request water ad the bowl when notic go down and note wa disregard these thing mai not matter you but you plan spend week like did you might want comfort the bedroom and bathroom were superior just the live room wa bad
truthful,enjoi the hotel monaco great locat for walk and beauti room the staff wa friendli and especi enjoi the wine recept and get meet other guest will definit stai there again
truthful,after read the trip advisor review wa expect except stai wa not impress overal the concierg the view and the hotel restur were the highlight the bed although not horribl wa not nearli comfort mine home and not consid myself and extrem fussi person wa travel for busi and although not dress formalwear wa also not dress down but all all felt bit pretenti there ar better option for the monei and would gladli stai the sutton place sheraton tower trump for the similar price and better stai would ask trip advisor move down the rate not chicago book
truthful,you love brick wall and alleywai then thi view for you ask for room face the river get room face brick wall that realli piss off from all the great review wa expect better befor came here stai hyatt nyc and that wa awesom there wa noth about the hotel that blew awai the wine hour wa wa hope there would someth better food but guess that why wine hour order room servic on night there wasn realli anywher eat had eat bed watch thi wa first time come chicago and think will last just thoroughli disappoint
